path,type,source,author,license,generation_command,sha256
templates/hd2d_wuxia/assets/enemy/ghost_r_die_3.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,bbe9b90e63c6c63313fd1c3a25c809872c6e1cbe9585b6589a3ceaaa7efa2548
templates/hd2d_wuxia/assets/enemy/ghost_r_die_atlas.dsprite.json,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,46088d336c15ef372719e5c5d437a1f30f7cf0dadd7fe540ae04b84e7215f4d1
templates/hd2d_wuxia/assets/enemy/ghost_r_die_atlas.png,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,2041a08d38c79589b61f520414706a8ff75d8285d897de03b7322babba729db4
templates/hd2d_wuxia/assets/enemy/ghost_r_hurt_0.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,6a9a2223731b532dc70e0d1300243c75866ca6b9ab879ce8e2757b3bed90acd1
templates/hd2d_wuxia/assets/enemy/ghost_r_hurt_atlas.dsprite.json,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,8473c37fec6c54a18a454c4b0ad05f43d641fa44270a507b00d713d5addb7ee6
templates/hd2d_wuxia/assets/enemy/ghost_r_hurt_atlas.png,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,c62679b9b26f8599b3e7a9085a48d4da7e29ad7bbeb3cf620497bc70d68da25f
templates/hd2d_wuxia/assets/enemy/ghost_r_idle_0.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,6a9a2223731b532dc70e0d1300243c75866ca6b9ab879ce8e2757b3bed90acd1
templates/hd2d_wuxia/assets/enemy/ghost_r_idle_1.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,e724347cb48dc0034b2af6269dce5bc1fc33afa5a2fe242a940982d293674307
templates/hd2d_wuxia/assets/enemy/ghost_r_idle_2.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,21caeb06ae78842fac647a82532b876c7223c58db5a4f14e24c4f642ec5fb7a4
templates/hd2d_wuxia/assets/enemy/ghost_r_idle_3.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,424fe5a2c9e7542d5052f1271a40babb55a756b414f35023b292ded8b1658940
